,Age,Sex,Air velocity (m/s),Air temperature (¡C),Radiant temperature (¡C),Relative humidity (%),Outdoor monthly air temperature (¡C),Thermal sensation
6483,2.0,2.0,0.1,23.7,23.1,83.0,24.0,2
6485,1.0,2.0,0.1,23.7,23.1,83.0,24.0,2
6490,2.0,1.0,0.1,23.7,23.1,83.0,24.0,-1
6492,3.0,1.0,0.1,23.7,23.1,83.0,24.0,0
6495,2.0,1.0,0.1,23.7,23.1,83.0,24.0,0
6500,2.0,2.0,0.1,23.7,23.1,83.0,24.0,1
6516,3.0,2.0,0.1,23.7,23.1,83.0,24.0,1
6521,1.0,1.0,0.1,23.7,23.1,100.0,7.0,0
6525,1.0,2.0,0.1,23.7,23.1,100.0,7.0,-1
6526,2.0,1.0,0.1,23.7,23.1,100.0,7.0,0
6529,3.0,2.0,0.1,23.7,23.1,100.0,7.0,-1
6530,2.0,2.0,0.1,23.7,23.1,100.0,7.0,0
6532,1.0,2.0,0.1,23.7,23.1,100.0,7.0,0
6541,1.0,1.0,0.1,23.7,23.1,100.0,7.0,-1
6546,2.0,1.0,0.1,23.7,23.1,100.0,7.0,-1
6579,1.0,1.0,0.1,23.7,23.1,100.0,7.0,-2
6587,3.0,2.0,0.1,23.7,23.1,100.0,7.0,0
6588,2.0,2.0,0.1,23.7,23.1,100.0,7.0,-1
6592,2.0,2.0,0.1,23.7,23.1,100.0,7.0,1
6596,6.0,2.0,0.1,23.7,23.1,100.0,7.0,0
6630,1.0,1.0,0.1,23.7,23.1,100.0,7.0,1
6632,1.0,2.0,0.1,23.7,23.1,100.0,7.0,1
6633,4.0,2.0,0.1,23.7,23.1,100.0,7.0,0
6670,1.0,1.0,0.1,23.7,23.1,69.0,22.0,-1
6671,2.0,1.0,0.1,23.7,23.1,69.0,22.0,-1
6672,1.0,1.0,0.1,23.7,23.1,69.0,22.0,0
6674,2.0,2.0,0.1,23.7,23.1,69.0,22.0,-1
6688,2.0,2.0,0.1,23.7,23.1,69.0,22.0,-2
6695,2.0,1.0,0.1,23.7,23.1,69.0,22.0,0
6696,1.0,2.0,0.1,23.7,23.1,69.0,22.0,0
6706,1.0,2.0,0.1,23.7,23.1,69.0,22.0,-1
6710,2.0,2.0,0.1,23.7,23.1,69.0,22.0,0
6711,1.0,1.0,0.1,23.7,23.1,69.0,14.0,0
6712,1.0,1.0,0.1,23.7,23.1,69.0,14.0,-1
6714,1.0,2.0,0.1,23.7,23.1,69.0,14.0,-1
6716,2.0,2.0,0.1,23.7,23.1,69.0,14.0,-1
6718,2.0,1.0,0.1,23.7,23.1,69.0,14.0,-1
6720,2.0,1.0,0.1,23.7,23.1,69.0,14.0,-2
6722,2.0,1.0,0.1,23.7,23.1,69.0,14.0,0
6725,2.0,1.0,0.1,23.7,23.1,75.0,32.0,-1
6726,2.0,1.0,0.1,23.7,23.1,75.0,32.0,0
